ID,Specialty,Theme,Article,German,Vietnamese,Example_DE,Example_VI,Level
"expanded-koch-0757","koch","zutaten","","Sahne bei der Vorbereitung","kem tươi trong bước chuẩn bị","Die Wendung „Sahne bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “kem tươi trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0758","koch","zutaten","","Gewürz bei der Vorbereitung","gia vị trong bước chuẩn bị","Die Wendung „Gewürz bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “gia vị trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0759","koch","zubereitung","","würfeln bei der Vorbereitung","cắt hạt lựu trong bước chuẩn bị","Die Wendung „würfeln bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “cắt hạt lựu trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0760","koch","zubereitung","","dünsten bei der Vorbereitung","om, hấp nhẹ trong bước chuẩn bị","Die Wendung „dünsten bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “om, hấp nhẹ trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0761","koch","zubereitung","","abschmecken bei der Vorbereitung","nêm nếm trong bước chuẩn bị","Die Wendung „abschmecken bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “nêm nếm trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0762","koch","zubereitung","","anrichten bei der Vorbereitung","trình bày món ăn trong bước chuẩn bị","Die Wendung „anrichten bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “trình bày món ăn trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0763","koch","lebensmittelhygiene","","Kühlkette bei der Vorbereitung","chuỗi bảo quản lạnh trong bước chuẩn bị","Die Wendung „Kühlkette bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “chuỗi bảo quản lạnh trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0764","koch","lebensmittelhygiene","","Mindesthaltbarkeitsdatum bei der Vorbereitung","hạn sử dụng tốt nhất trong bước chuẩn bị","Die Wendung „Mindesthaltbarkeitsdatum bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “hạn sử dụng tốt nhất trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0765","koch","lebensmittelhygiene","","Kreuzkontamination bei der Vorbereitung","nhiễm chéo trong bước chuẩn bị","Die Wendung „Kreuzkontamination bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “nhiễm chéo trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0766","koch","kuechenkommunikation","","Bestellung bei der Vorbereitung","phiếu món, đơn gọi món trong bước chuẩn bị","Die Wendung „Bestellung bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “phiếu món, đơn gọi món trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0767","koch","kuechenkommunikation","","Beilage bei der Vorbereitung","món ăn kèm trong bước chuẩn bị","Die Wendung „Beilage bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “món ăn kèm trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0768","koch","kuechenkommunikation","","Allergie bei der Vorbereitung","dị ứng trong bước chuẩn bị","Die Wendung „Allergie bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “dị ứng trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0769","koch","kuechenkommunikation","","vegetarisch bei der Vorbereitung","chay, không có thịt trong bước chuẩn bị","Die Wendung „vegetarisch bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “chay, không có thịt trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0770","koch","kueche","","Pfanne bei der Vorbereitung","chảo (rán) trong bước chuẩn bị","Die Wendung „Pfanne bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “chảo (rán) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0771","koch","kueche","","Bräter bei der Vorbereitung","nồi/khay quay thịt trong bước chuẩn bị","Die Wendung „Bräter bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “nồi/khay quay thịt trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0772","koch","kueche","","Schöpfkelle bei der Vorbereitung","muôi múc canh trong bước chuẩn bị","Die Wendung „Schöpfkelle bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “muôi múc canh trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0773","koch","kueche","","Pürierstab bei der Vorbereitung","máy xay cầm tay trong bước chuẩn bị","Die Wendung „Pürierstab bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “máy xay cầm tay trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0774","koch","kueche","","Backblech bei der Vorbereitung","khay nướng trong bước chuẩn bị","Die Wendung „Backblech bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “khay nướng trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0775","koch","kueche","","Reibe bei der Vorbereitung","bàn nạo trong bước chuẩn bị","Die Wendung „Reibe bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “bàn nạo trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0776","koch","kueche","","Fleischwolf bei der Vorbereitung","máy xay thịt trong bước chuẩn bị","Die Wendung „Fleischwolf bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “máy xay thịt trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0777","koch","kueche","","Arbeitsfläche bei der Vorbereitung","mặt bàn chế biến trong bước chuẩn bị","Die Wendung „Arbeitsfläche bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “mặt bàn chế biến trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0778","koch","zutaten","","Mehl bei der Vorbereitung","bột mì trong bước chuẩn bị","Die Wendung „Mehl bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “bột mì trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0779","koch","zutaten","","Hefe bei der Vorbereitung","men nở trong bước chuẩn bị","Die Wendung „Hefe bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “men nở trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0780","koch","zutaten","","Essig bei der Vorbereitung","giấm trong bước chuẩn bị","Die Wendung „Essig bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “giấm trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0781","koch","zutaten","","Muskatnuss bei der Vorbereitung","hạt nhục đậu khấu trong bước chuẩn bị","Die Wendung „Muskatnuss bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “hạt nhục đậu khấu trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0782","koch","zutaten","","Lorbeerblatt bei der Vorbereitung","lá nguyệt quế trong bước chuẩn bị","Die Wendung „Lorbeerblatt bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “lá nguyệt quế trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0783","koch","zutaten","","Schalotte bei der Vorbereitung","hành hương (hành tím nhỏ) trong bước chuẩn bị","Die Wendung „Schalotte bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “hành hương (hành tím nhỏ) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0784","koch","zutaten","","Blätterteig bei der Vorbereitung","bột ngàn lớp trong bước chuẩn bị","Die Wendung „Blätterteig bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “bột ngàn lớp trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0785","koch","zutaten","","Speisestärke bei der Vorbereitung","tinh bột (bột năng) trong bước chuẩn bị","Die Wendung „Speisestärke bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “tinh bột (bột năng) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0786","koch","zubereitung","","panieren bei der Vorbereitung","tẩm bột chiên xù trong bước chuẩn bị","Die Wendung „panieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “tẩm bột chiên xù trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0787","koch","zubereitung","","marinieren bei der Vorbereitung","ướp trong bước chuẩn bị","Die Wendung „marinieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “ướp trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0788","koch","zubereitung","","blanchieren bei der Vorbereitung","chần (qua nước sôi) trong bước chuẩn bị","Die Wendung „blanchieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “chần (qua nước sôi) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0789","koch","zubereitung","","pochieren bei der Vorbereitung","luộc chần (không sôi mạnh) trong bước chuẩn bị","Die Wendung „pochieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “luộc chần (không sôi mạnh) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0790","koch","zubereitung","","karamellisieren bei der Vorbereitung","làm caramel/thắng đường trong bước chuẩn bị","Die Wendung „karamellisieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “làm caramel/thắng đường trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0791","koch","zubereitung","","glasieren bei der Vorbereitung","phủ men/tráng bóng trong bước chuẩn bị","Die Wendung „glasieren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “phủ men/tráng bóng trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0792","koch","zubereitung","","schwenken bei der Vorbereitung","đảo/lắc trong chảo trong bước chuẩn bị","Die Wendung „schwenken bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “đảo/lắc trong chảo trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0793","koch","zubereitung","","verrühren bei der Vorbereitung","khuấy trộn đều trong bước chuẩn bị","Die Wendung „verrühren bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “khuấy trộn đều trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0794","koch","lebensmittelhygiene","","Handhygiene bei der Vorbereitung","vệ sinh tay trong bước chuẩn bị","Die Wendung „Handhygiene bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “vệ sinh tay trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0795","koch","lebensmittelhygiene","","Schädling bei der Vorbereitung","sinh vật gây hại trong bước chuẩn bị","Die Wendung „Schädling bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “sinh vật gây hại trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0796","koch","lebensmittelhygiene","","Desinfektion bei der Vorbereitung","khử trùng trong bước chuẩn bị","Die Wendung „Desinfektion bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “khử trùng trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0797","koch","lebensmittelhygiene","","Kerntemperatur bei der Vorbereitung","nhiệt độ lõi (tâm thực phẩm) trong bước chuẩn bị","Die Wendung „Kerntemperatur bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “nhiệt độ lõi (tâm thực phẩm) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0798","koch","lebensmittelhygiene","","Verderb bei der Vorbereitung","sự ôi thiu/hư hỏng trong bước chuẩn bị","Die Wendung „Verderb bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “sự ôi thiu/hư hỏng trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
"expanded-koch-0799","koch","lebensmittelhygiene","","Einweghandschuh bei der Vorbereitung","găng tay dùng một lần trong bước chuẩn bị","Die Wendung „Einweghandschuh bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “găng tay dùng một lần trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0800","koch","kuechenkommunikation","","Kellner bei der Vorbereitung","người phục vụ bàn trong bước chuẩn bị","Die Wendung „Kellner bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “người phục vụ bàn trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","A2"
"expanded-koch-0801","koch","kuechenkommunikation","","Gang bei der Vorbereitung","món (trong bữa nhiều món) trong bước chuẩn bị","Die Wendung „Gang bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “món (trong bữa nhiều món) trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0802","koch","kuechenkommunikation","","Bon bei der Vorbereitung","phiếu gọi món trong bước chuẩn bị","Die Wendung „Bon bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “phiếu gọi món trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B1"
"expanded-koch-0803","koch","kuechenkommunikation","","Absprache bei der Vorbereitung","sự trao đổi/thống nhất trong bước chuẩn bị","Die Wendung „Absprache bei der Vorbereitung“ gehört zum Fachwortschatz Koch / Köchin.","Cụm “sự trao đổi/thống nhất trong bước chuẩn bị” thuộc từ vựng chuyên ngành Đầu bếp.","B2"
